PLAYER_ID,SEASON,OPPONENT_TEAM_ID,GAME_DATE,PLAYER_TEAM_ID,SEASON_Player_ID,SEASON_MIN,SEASON_FGM,SEASON_FGA,SEASON_FG_PCT,SEASON_FG3M,SEASON_FG3A,SEASON_FG3_PCT,SEASON_FTM,SEASON_FTA,SEASON_FT_PCT,SEASON_OREB,SEASON_DREB,SEASON_REB,SEASON_AST,SEASON_STL,SEASON_BLK,SEASON_TOV,SEASON_PF,SEASON_PTS,SEASON_PLUS_MINUS,SEASON_VIDEO_AVAILABLE,RECENT_Player_ID,RECENT_MIN,RECENT_FGM,RECENT_FGA,RECENT_FG_PCT,RECENT_FG3M,RECENT_FG3A,RECENT_FG3_PCT,RECENT_FTM,RECENT_FTA,RECENT_FT_PCT,RECENT_OREB,RECENT_DREB,RECENT_REB,RECENT_AST,RECENT_STL,RECENT_BLK,RECENT_TOV,RECENT_PF,RECENT_PTS,RECENT_PLUS_MINUS,RECENT_VIDEO_AVAILABLE,VS_TEAM_Player_ID,VS_TEAM_MIN,VS_TEAM_FGM,VS_TEAM_FGA,VS_TEAM_FG_PCT,VS_TEAM_FG3M,VS_TEAM_FG3A,VS_TEAM_FG3_PCT,VS_TEAM_FTM,VS_TEAM_FTA,VS_TEAM_FT_PCT,VS_TEAM_OREB,VS_TEAM_DREB,VS_TEAM_REB,VS_TEAM_AST,VS_TEAM_STL,VS_TEAM_BLK,VS_TEAM_TOV,VS_TEAM_PF,VS_TEAM_PTS,VS_TEAM_PLUS_MINUS,VS_TEAM_VIDEO_AVAILABLE,TEAM_Team_ID,TEAM_W,TEAM_L,TEAM_W_PCT,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,TEAM_GP,OPP_Team_ID,OPP_W,OPP_L,OPP_W_PCT,OPP_MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_GP
202691,2023-24,1610612743,2024-01-04,1610612744,202691.0,29.649350649350648,6.363636363636363,14.714285714285714,0.4222727272727272,3.4805194805194803,8.987012987012987,0.37170129870129875,1.6493506493506493,1.7792207792207793,0.5933766233766233,0.45454545454545453,2.844155844155844,3.2987012987012987,2.2857142857142856,0.6493506493506493,0.45454545454545453,1.5194805194805194,1.6493506493506493,17.857142857142858,0.05194805194805195,1.0,202691.0,25.5,3.5,11.0,0.318,2.0,7.0,0.271,0.0,0.0,0.0,0.0,2.5,2.5,1.5,0.0,0.5,1.0,2.0,9.0,-1.5,1.0,202691.0,25.5,3.5,11.0,0.318,2.0,7.0,0.271,0.0,0.0,0.0,0.0,2.5,2.5,1.5,0.0,0.5,1.0,2.0,9.0,-1.5,1.0,1610612744.0,8.363636363636363,8.636363636363637,0.48484848484848486,242.27272727272728,41.666666666666664,90.36363636363636,0.4624848484848485,14.757575757575758,40.09090909090909,0.36672727272727274,18.848484848484848,23.90909090909091,0.7936060606060606,13.151515151515152,33.78787878787879,46.93939393939394,27.96969696969697,6.96969696969697,3.515151515151515,14.484848484848484,21.151515151515152,116.93939393939394,33,1610612743.0,12.342857142857143,5.6571428571428575,0.6857142857142857,240.0,44.05714285714286,89.88571428571429,0.49102857142857154,12.057142857142857,31.914285714285715,0.3787714285714286,14.971428571428572,20.228571428571428,0.7317714285714286,11.085714285714285,33.51428571428571,44.6,29.65714285714286,7.142857142857143,5.514285714285714,11.485714285714286,18.771428571428572,115.14285714285714,35
