PLAYER_ID,SEASON,OPPONENT_TEAM_ID,GAME_DATE,PLAYER_TEAM_ID,SEASON_Player_ID,SEASON_MIN,SEASON_FGM,SEASON_FGA,SEASON_FG_PCT,SEASON_FG3M,SEASON_FG3A,SEASON_FG3_PCT,SEASON_FTM,SEASON_FTA,SEASON_FT_PCT,SEASON_OREB,SEASON_DREB,SEASON_REB,SEASON_AST,SEASON_STL,SEASON_BLK,SEASON_TOV,SEASON_PF,SEASON_PTS,SEASON_PLUS_MINUS,SEASON_VIDEO_AVAILABLE,TEAM_Team_ID,TEAM_W,TEAM_L,TEAM_W_PCT,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,TEAM_GP,OPP_Team_ID,OPP_W,OPP_L,OPP_W_PCT,OPP_MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_GP,RECENT_Player_ID,RECENT_MIN,RECENT_FGM,RECENT_FGA,RECENT_FG_PCT,RECENT_FG3M,RECENT_FG3A,RECENT_FG3_PCT,RECENT_FTM,RECENT_FTA,RECENT_FT_PCT,RECENT_OREB,RECENT_DREB,RECENT_REB,RECENT_AST,RECENT_STL,RECENT_BLK,RECENT_TOV,RECENT_PF,RECENT_PTS,RECENT_PLUS_MINUS,RECENT_VIDEO_AVAILABLE,VS_TEAM_Player_ID,VS_TEAM_MIN,VS_TEAM_FGM,VS_TEAM_FGA,VS_TEAM_FG_PCT,VS_TEAM_FG3M,VS_TEAM_FG3A,VS_TEAM_FG3_PCT,VS_TEAM_FTM,VS_TEAM_FTA,VS_TEAM_FT_PCT,VS_TEAM_OREB,VS_TEAM_DREB,VS_TEAM_REB,VS_TEAM_AST,VS_TEAM_STL,VS_TEAM_BLK,VS_TEAM_TOV,VS_TEAM_PF,VS_TEAM_PTS,VS_TEAM_PLUS_MINUS,VS_TEAM_VIDEO_AVAILABLE
201939,2020-21,1610612753,2021-01-18,1610612744,201939.0,34.15873015873016,10.444444444444445,21.666666666666668,0.4813968253968253,5.349206349206349,12.714285714285714,0.41177777777777774,5.746031746031746,6.26984126984127,0.8848412698412699,0.4603174603174603,5.015873015873016,5.476190476190476,5.761904761904762,1.2222222222222223,0.12698412698412698,3.380952380952381,1.8888888888888888,31.984126984126984,3.857142857142857,1.0,1610612744.0,3.25,3.25,0.5,240.0,39.25,89.41666666666667,0.4414166666666666,13.333333333333334,37.833333333333336,0.3506666666666667,19.5,24.75,0.7896666666666666,8.166666666666666,35.916666666666664,44.083333333333336,25.25,7.5,6.083333333333333,14.833333333333334,23.416666666666668,111.33333333333333,12,1610612753.0,4.538461538461538,2.4615384615384617,0.46153846153846156,240.0,40.0,91.84615384615384,0.43653846153846154,9.76923076923077,30.76923076923077,0.3182307692307692,16.307692307692307,20.46153846153846,0.7948461538461538,11.846153846153847,34.23076923076923,46.07692307692308,21.0,7.846153846153846,2.923076923076923,12.615384615384615,17.23076923076923,106.07692307692308,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
